path,label,class_id,split,official_split,group_id,qr_identity,capture_index,extraction_method,source,capture_kind,is_exact_app_crop,licence,width,height,sha256
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/855.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:28,28,15,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,0c0f023088eae96f686c3f3d05eea2c4800e19750133017ae47307954e030096
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/856.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:28,28,16,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,6fadad5f88dfb8a8e49419f0d076af4b7c4679c94ec0e9ecfa3f87623babaf3f
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/857.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:28,28,17,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,729ad09b37bd106c448e2a1e08970b95d25521495e67daac74d62d1fa917dc4d
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/858.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:28,28,18,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,1bf8dc9bdd2abed7b4c2ce19307898311ac24337295c49bd1c0cbcffebda18e4
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/859.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:28,28,19,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,d80fad4e2710bb41f150d6e9ddb25a863801656dddf4a12d9421402c8494e79e
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/860.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:28,28,20,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,f4df42c3335b743342e3e7a5125a8e56e8c802041b68cf87a7b9687add38b320
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/861.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:28,28,21,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,cb12884c3c26b54425c2d97806cc6215cba4e396e1ebab7a7b35d6193ca2521c
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/862.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:28,28,22,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,7cb3914c803ad18aeb29766b839c0edb302a9bf54506333bdb68763855e243b8
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/863.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:28,28,23,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,f57a12c7f53b353109f695a318dda790ba20d6c3bbbba83f9c7d31a0bbdd2b76
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/864.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:28,28,24,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,65d58e2ac413c4327eb7031f5b16140952fcaaeeefc6326fa3aa823ad62c5613
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/865.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:28,28,25,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,c2276e53a78a0133a748c729674156603496bfc0acccbf273af2e2de02036542
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/866.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:28,28,26,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,0cfc075a609d070e5344e2813376e0cf9147fbfe7303857f506893a9ec0cd10d
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/867.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:28,28,27,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,a18a2925f8c206f010e040c1c0d4294b0ab6c0a00b5d9ee927454975f55609f5
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/868.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:28,28,28,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,26fae46fff2d92a62496408543c576658caf7c592096406e4fcf132912d34b54
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/869.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:28,28,29,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,5ab79f09ddb93d2a086386a153f361aa0390981209f07be08642ba2642b1b746
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/870.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,0,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,6f2421ff1ecf2d431a5764169bafb933aec9217aaf7b10a5ae9a2941b05a675e
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/871.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,1,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,7449a3479ffbf2f7291207f2fea688a59f991ba8fe1cc3df5895fdaf6abfae3a
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/872.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,2,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,339a16961f20129d372f8fc386de801da42a7ce96e92b3006816ca8e67e2f8dc
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/873.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,3,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,2d3bed45cade7ae926a3c0508040edcfeed53b925dbbde9ced3dcf9e68236c7c
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/874.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,4,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,21527770f66a8884e31787a12b07c587f0e24e754a389b3db4d01d4ce6b39827
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/875.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,5,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,378fa3f5d473f0b01c503932ebddd9246312e8f491934969b1cbd2e8c1c214dc
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/876.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,6,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,999a022efe47d332e3ddf7df48b15786b69b56de84b00f3b7e9c605936cb8786
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/877.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,7,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,edf9877891b3b4c1310cd7be7af0419ae57b365239f28a9cf104b5493378d061
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/878.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,8,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,fd0540f9a233925f1a40f6dc2b76b80a59f6b5dce4a219cd13fb505bd0acafec
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/879.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,9,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,4be91d17070d27b959f02a1dce430f45547bff0fc3c490005bf9fba6d5d73d42
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/880.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,10,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,61a3e00db0cf9dceb4289a8a8307bc616d75884c2389dbb5a01707681eb0bb0d
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/881.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,11,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,606006aff913ad59a9a1f413fc43cb8fed4a83f6e8f74a6a18b2d697356f19a2
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/882.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,12,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,a30d5a031301a7ad2f44ed465ec9a1b913e056231a264deed0e00e555775d955
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/883.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,13,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,23f1777492061d0671d3599b3f3bd9ea82daccaf818945cc54ba8f7f7e925c4a
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/884.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,14,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,0b6d36666b9420a4b3be3a15a934e0cf36b787e14754d45a7b780d74d297779d
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/885.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,15,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,8e5f7d0dcb5e2619871959b64079cf84427c1ed0d4e3af63a027e315d75336e7
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/886.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,16,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,a626691edaca9e2748ab4d4e971f823eb52f4124a55f9aba408a54f8f66d2094
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/887.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,17,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,f1102efa0ff59f580975eb254292d1a98a85bfaa7dede1852ac3700342624ce7
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/888.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,18,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,7a9564c8bf9c4ec29a8c1dcbb561c9518e7ec51feebd881c85b813757dac31ef
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/889.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,19,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,9c02fd218e2287510b094d8018ce873161da4d0e2938dbe0092ebf96129e71fa
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/890.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,20,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,8f7bbb8e5193a467a737912433b2dbb07ff8e07fc2ef4a6e38a4f910f21ae3a2
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/891.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,21,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,c26e38b6654f7d27ea65bbe4921638d2d73ac7f83c4d6b562423f04c4b14d24e
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/892.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,22,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,14c82ea7efd2a4277fccc108a5bce8954ecce8e8fc41fefe5ca2d8e979614b76
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/893.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,23,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,c8dae076a040badf3e74d9c0a3ef21abaaa5bb917f9ae06fc41fb96116bbc11d
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/894.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,24,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,e1129ecfc15e1a8fabeb658360dbcebb0133c690123bec9bdfaf6e8b599d76d2
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/895.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,25,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,724529ffcc50c18d2e7dd9e0b4e485303aa96985519a1807e5b3b20fc75c0da0
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/896.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,26,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,16bb05fab890497c3ea2b8904b5a20e457056fa4c4a72d7c470c94633a962289
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/897.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,27,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,5ae167a6a8d7e71b280a9649e21d52b2e3949bcc53099591bbd4a69f81623c4a
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/898.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,28,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,9b360309fea23d5f2ba568799469a1c8a85119c909d6bdfd27ceb4742b63e29f
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/899.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:29,29,29,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,08b423afb71fdf4458a8580f546a345702e9e8893be0eb4a33b22d5c1d3cd51e
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/900.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,0,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,181ba578a57b794b588e02fcbf62cfcd60e38121d72ba7c9d8541edefd24e273
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/901.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,1,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,a000e13bcbe7871217dd2b0975ab8e2b12280206161293d8938cd24cc252efc6
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/902.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,2,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,e0b6fa4f69a446d37bb5abed6283c72ecde2f22a352c6dcf7c0c1f81adad6e7a
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/903.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,3,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,b7cc923aecc85c590ce2f207e7aec0deef913022824239a032b16c94facb484e
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/904.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,4,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,c8271cef5cb1b91d16241b28215f7f414e2de0330ca90286b581eff15f9521a4
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/905.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,5,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,33a2b9a08381319bc1e564af4277618702d8a6594aa54e0a1314208031a46268
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/906.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,6,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,c0106def75e4aadadb466fb9cb4f95b830754910f01d9797cd3866f7b31c1f19
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/907.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,7,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,9385fe80e41aeb97a3f8b16f0f0bee03d183f3d9f125f80334187e53b47f28a6
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/908.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,8,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,5df6c4772fbbf9a1bafe6bb4069a70f3bdaa74df70584b063f8538dcafe068b6
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/909.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,9,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,323bd27a7da2be9a4f0a34cac4ccc3d44bfaac5c58c435ad949ff6ebb4253e8c
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/910.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,10,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,4ba09e28bed70ce58e17aabfde950fb9f4ebadd4bf09ddaf6460fd16e09cef42
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/911.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,11,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,513465e87beb853d434735b15ddb2b643bd176bb550ed1f55a5e78388d67713d
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/912.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,12,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,37d62caf672e7c536b7e86b84885f18d64ab3ada9bc3e2164f7d1c57d36e63ed
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/913.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,13,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,53b1129281facc174bf3f6f27709a4b6bccd953a771e1219f70512e2a97186c1
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/914.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,14,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,2178673989efe1d691e86479ae5755d71daddb00798cb314b8ab8f9692112f4c
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/915.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,15,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,9849d3456d9c49dfdcce776c94d792d6b3611b919cdf409cd2b2b29526a9e19f
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/916.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,16,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,7dc3bfa3f3e8ec0ed9490e33e478baa1c6d46d302bd66e4ffe43416796c68f4f
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/917.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,17,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,859c83bc063187a88c4a33174272db6986783e76a4413d51e855f040bad69227
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/918.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,18,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,95b27b64dcb3ebde409f61b1b15355d4596edf9244264b7b2f40472fa60bf64b
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/919.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,19,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,6f01fe8be29beef6d0cb1916a964c67be2cd4cc8d665e65b1e1d6b34c9e5bba9
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/920.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,20,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,56a0802765af84e380fb7a5842adf83b2590ef356c3e04f7012e1b3d06e2c8df
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/921.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,21,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,faec424f48595d5b7421e39ebd645fbd9d939dada900547b471cc30c49e7149b
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/922.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,22,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,7eb2373d9bb4b6ed6afbb9bac4ce40e16f2e7aaef4337a82f1c99df7f4752a65
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/923.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,23,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,f5e8fbc1ef21c01a3aa56cfba36600b60769a81aafac257eda383a09a0a68fc9
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/924.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,24,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,cd5d7e7e27f415f0e7cb9aec057ca80a9aac9de9668e2b543c087abe0a46dbe9
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/925.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,25,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,2b83553d9367f95a2bc1591f4cb8cce28e4b6b673d24a4f64e43d1a644c5655d
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/926.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,26,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,c2fe10fa86574bbade14296dd6b04726b04a92f6f2fc7807334cccab96d50ea1
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/927.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,27,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,715c3bba5d3be58fe173b1c1f467c9607e4b0f26238283a0fa3d395221c613a8
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/928.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,28,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,ba072717a5bb50e8690bd03e66c8405ca1c9f9fdc899d508611d8776151d36d3
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/929.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:30,30,29,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,6e18255ab17c76c55c446ee608ec2ed6c78c6fdee55625e5322c83d9dbff05dc
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/930.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:31,31,0,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,7704a0a35789c805361ee5bc080717d6529b902696e3577b892f806c5d518d5c
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/931.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:31,31,1,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,77b7d0ccb658a02571076b9a54ae017d55c184f64892127ec56b296ff65ed426
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/932.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:31,31,2,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,0a849670080e3eb275c89cb0cc9e5cf4213dfc030c599766d1d2e913c0bea379
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/933.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:31,31,3,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,3cb3229baff36e33bf8b6c27ac765afec3d81a012cd0637cbfcb12941872ee45
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/934.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:31,31,4,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,d324182c454f56673a65a1056759d09fdc3f375c63feb3a885bd319e5b3461fe
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/935.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:31,31,5,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,2b491efbecff0acea0835871fdb47aad9d40284e782c2c328a018b2920962ad9
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/936.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:31,31,6,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,f7fb369ee54140e89f896bf17e6dfa34a42baaae3a2b25a37b36517c4cb5341e
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/937.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:31,31,7,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,350e7e8a6d0480dea21ebcbd5033869855db95388dc5c60fcccd5fe1e3edd479
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/938.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:31,31,8,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,c88d76456711c5faa100d8a35a2609ca92bc3e9b0224b980dc494d497fe5a3d8
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/939.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:31,31,9,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,cdcdbc652de9c6ad3447a1bdde7161232a563874b47f41981d27bf07cbc93e0b
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/940.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:31,31,10,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,1db345645e78480b22bbb0ecccb06e0c42ffb5b10e7f8aa560f111365ea48fca
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/941.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:31,31,11,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,b0ec5eaa58390808e19917c0de59e98131b2ddd410c59428e3ceb5b91ed5e1ee
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/942.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:31,31,12,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,1eb122d2fd05bd7928d1d54a5664b231a92fc914f438d657a03bf8b8dd9aac97
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/943.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:31,31,13,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,07a06d72d954cd44341b781674a987ffa7af1d833f2db1e6fdbfb9e1e6ce5f9b
ml_training/datasets/structural/raw/qrdn/extracted Quad/train/944.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:31,31,14,quad,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,8d4faa6daada27e3f7d5bab84c29c5dd6aaf59c90cf9e9ac6e42bd0ad0bfb9e7
